Datetime;A;Y;Er
2024-05-16 14:45:00;71868.46730325799;-4.368237427846089;370.1770083701155
2024-05-16 15:00:00;69850.46255700062;-4.365392803264555;1522.8601746053193
2024-05-16 15:15:00;53003.971758764834;-4.298171988340392;620479456.2936802
2024-05-16 15:30:00;21124.112422794038;-3.791871028555992;39.68597366990452
2024-05-16 15:45:00;108129.1655759573;-4.522316451268353;47089920.47630522
2024-05-16 16:00:00;41941.87385273868;-4.204820412510487;160865868.5746429
2024-05-16 16:15:00;36439.74698133739;-4.169532047081268;318040705.0227554
2024-05-16 16:30:00;1101046.8435490476;-5.588859826582233;-26.292337782028806
2024-05-16 16:45:00;75426.28671329953;-4.4367330208170666;341689265.2041607
2024-05-16 17:00:00;81655.93962832206;-4.439067866868035;30160081.110228892
2024-05-16 17:15:00;68318.3469668169;-4.418753863652154;385272931.02949333
2024-05-16 17:30:00;32523.010354704093;-4.139901243333797;470566060.31033605
2024-05-16 17:45:00;138719.0817424489;-4.587789163926215;526.9950204212785
2024-05-16 18:00:00;71707.93667744791;-4.4156804571828605;200340225.13000283
2024-05-16 18:15:00;102586.98893459614;-4.539670966730019;347625273.4586031
2024-05-16 18:30:00;934566.4322461339;-5.489568307586653;-28.685483912633142
2024-05-16 18:45:00;69481.80516519111;-4.382290390227512;1075549622.8680892
2024-05-16 19:00:00;79990.45812092695;-4.420533628599839;431913986.36887896
2024-05-16 19:15:00;130946.57218288915;-4.654550658870275;277119355.95557255
2024-05-16 19:30:00;1680178.0308157173;-5.723981367254588;-28.12734070267784
2024-05-16 19:45:00;69597.93741613819;-4.382567102425324;377.90231757750894
2024-05-16 20:00:00;47831.76145067123;-4.2828403038327885;9241.057462475128
2024-05-16 20:15:00;26083.9405525539;-3.9511399338532933;56.40109030347853
2024-05-16 20:30:00;20633.187554899177;-3.915595693623347;82.33506449107178
2024-05-16 20:45:00;176674.0387229259;-4.749957741237198;86270953.14457709
2024-05-16 21:00:00;87694.13361342791;-4.443080844175847;161.418841673797
2024-05-16 21:15:00;34724.25842700522;-4.136715346616348;155.18554311969373
2024-05-16 21:30:00;45230.26967778275;-4.2073779306413535;66.54360898301417
2024-05-16 21:45:00;34236.020443064255;-4.215828280768197;261578203.8183877
2024-05-16 22:00:00;36075.80875298279;-4.125108169391061;80.98867668765955
2024-05-16 22:15:00;53886.04352607101;-4.372480106294387;387244422.24773765
2024-05-16 22:30:00;46852.851864824464;-4.21930359340912;66.71625421202468
2024-05-16 22:45:00;53282.75284612541;-4.340432589474247;512.5331291917498
2024-05-16 23:00:00;47102.22670401362;-4.31904842993;396769175.97354704
2024-05-16 23:15:00;46359.33837996341;-4.324808259570785;671005648.5731555
2024-05-16 23:30:00;32124.887493921255;-4.202456456133884;801251918.3683105
2024-05-16 23:45:00;32646.416826270124;-4.194702105110391;288953362.0265656
2024-05-17 00:00:00;139213.72468178408;-4.687326849866183;3257.2137938785963
2024-05-17 00:15:00;78509.08060484641;-4.498651936347079;223900357.47594738
2024-05-17 00:30:00;50035.66148595805;-4.263350077479911;87.35001633948677
2024-05-17 00:45:00;51684.63229849717;-4.3787105275271205;433823931.2378042
2024-05-17 01:00:00;46531.226384410744;-4.346237399217662;777470980.6843852
2024-05-17 01:15:00;83247.38376588003;-4.501938913175826;2162.625389105524
2024-05-17 01:30:00;22061.425013595006;-4.119081790084311;752656730.4517734
2024-05-17 01:45:00;91210.50416433759;-4.595170881436434;116340802.66902786
2024-05-17 02:00:00;75873.23803317132;-4.501981241448416;521034598.98698986
2024-05-17 02:15:00;62354.31784693386;-4.41482639534809;275.4347334934313
2024-05-17 02:30:00;46436.161331690804;-4.295351432202297;81.83612887976163
2024-05-17 02:45:00;49804.39507982954;-4.392622497598347;870.7006326118582
2024-05-17 03:00:00;29614.02446808158;-4.247318614210161;560044114.7114575
2024-05-17 03:15:00;47580.932471772474;-4.381695699447801;344232590.57751215
2024-05-17 03:30:00;30279.001133640435;-4.165393154820264;113.95375380181181
2024-05-17 03:45:00;61030.76835812284;-4.397355928278814;171035082.4818514
2024-05-17 04:00:00;70705.91621791567;-4.459720146107551;186287389.84713897
2024-05-17 04:15:00;29113.40962248933;-4.229677652326409;482142001.5800775
2024-05-17 04:30:00;33651.19341924687;-4.262994341720204;1139448977.9435997
2024-05-17 04:45:00;91438.78617226097;-4.591026017420351;254894069.8388043
2024-05-17 05:00:00;18623.586314723216;-4.105803536066418;256225013.18779135
2024-05-17 05:15:00;62269.88212025316;-4.461658550018554;84535812.54638135
2024-05-17 05:30:00;66683.54753662916;-4.508609544757699;432124058.6464287
2024-05-17 05:45:00;17432.384555838205;-4.090135250010184;509635326.9119445
2024-05-17 06:00:00;20620.252276264004;-4.157144961623032;839067047.6315273
2024-05-17 06:15:00;31299.39049007086;-4.3318040241043745;207802792.238953
2024-05-17 06:30:00;40841.90375888558;-4.350807519206798;393679458.5639262
2024-05-17 06:45:00;95364.23627829312;-4.641645968342264;186689074.7048874
2024-05-17 07:00:00;31578.64874093557;-4.048690725144685;30.042259632829943
2024-05-17 07:15:00;109630.31136317227;-4.716771803940779;107177869.11744973
2024-05-17 07:30:00;43799.13094566574;-4.40128643858961;542361311.3130583
2024-05-17 07:45:00;15946.114361141188;-4.105418712181359;524643894.5453312
